ITEM,n_obs,intercepto,coef,r2,total_done_mean,delta_tempo_mean
117834,543,406.3804608289761,7.7999163673094705,0.029489639578766602,8.593001841620627,473.4051565377532
109640,2221,266.53986999162373,7.669284098641233,0.13142844905420548,12.4912201710941,362.33858622242235
114100,32,501.69563359213623,7.665289550537784,0.0017724788019201076,5.90625,546.96875
141352,181,172.841866269616,7.638163958571976,0.13384279996710746,9.441988950276244,244.96132596685084
117789,132,221.55959246600835,7.571419781267601,0.05986369905010758,7.8106060606060606,280.6969696969697
141047,1182,235.19455353585755,7.519268194282461,0.08803397429146764,9.112521150592217,303.7140439932318
140911,535,386.0931477972021,7.4912252730873155,0.012250568183962307,6.355140186915888,433.70093457943926
141916,306,244.50376428200096,7.460048681499887,0.10319600582401389,8.601307189542483,308.66993464052285
110756,219,302.468033174632,7.419045903176644,0.13606956254996216,10.71689497716895,381.9771689497717
120287,36,543.1229295824581,7.394570738045986,0.13489854945627178,35.94444444444444,808.9166666666666
118298,406,207.45527505536228,7.388278630255149,0.05973576539879244,8.330049261083744,269.0
105705,1559,239.1968496340113,7.37817221189198,0.07664174366378829,9.071199486850546,306.1257216164208
110748,237,327.679655010112,7.366258389946898,0.0036133746141012724,5.286919831223629,366.6244725738397
110741,549,289.15961641578224,7.359855314983452,0.13211626519988262,10.94535519125683,369.7158469945355
118330,148,221.3762802129758,7.356729450488014,0.058496156108094,10.10135135135135,295.68918918918916
116241,609,283.43355050277364,7.244791500464298,0.06927547577263882,9.94088669950739,355.45320197044333
111172,1469,230.78253384389194,7.1977025031356945,0.07250936089438065,9.40503744043567,298.4771953710007
110754,195,281.4964195232652,7.1889538753457405,0.03167189773366319,6.871794871794871,330.8974358974359
110112,49,232.20011210762328,7.1818946188340895,0.0018415996716634186,3.3877551020408165,256.53061224489795
117838,630,190.25269538009474,7.176603710236533,0.08586467965688305,8.86031746031746,253.83968253968254
108701,64,356.78303159389424,7.168216779079392,0.002438510906855762,3.890625,384.671875
118418,202,284.93849621639026,7.164249746001259,0.006557312925052239,4.594059405940594,317.8514851485148
181052,38,366.6848855050227,7.1422574761891005,0.0214408357013951,7.394736842105263,419.5
122985,299,339.85981817683734,7.019347421341307,0.06107757468887032,12.431438127090301,427.12040133779266
123562,147,322.46453816740336,6.963380516382516,0.009700437992765987,6.183673469387755,365.5238095238095
111569,1864,319.53873517031036,6.853080626281119,0.13299513481553116,13.365343347639485,411.1325107296137
105359,108,169.84916253833453,6.842038216560511,0.0054765969546903825,3.5,193.7962962962963
117841,347,204.81576783014424,6.80547473283773,0.1598572778836238,8.489913544668587,262.5936599423631
124483,57,260.77287386876725,6.793309356736577,0.04372753657950501,10.105263157894736,329.42105263157896
122196,113,332.7617489488232,6.671635235386829,0.204471288042398,24.20353982300885,494.23893805309734
111444,557,201.02874125959568,6.6007840415216785,0.04859314403787751,6.8491921005386,246.23877917414723
110747,1261,318.8176917465025,6.5681745893662065,0.07594025159644402,9.496431403647899,381.1919111816019
111438,1489,336.13076267007597,6.548396710496563,0.1939765771888482,13.80456682337139,426.5285426460712
123345,2165,297.0441374101822,6.488177629686572,0.12169108602597445,14.360277136258661,390.2161662817552
117855,2418,258.06251326983613,6.434948786818789,0.13833038035381062,14.108354011579818,348.8490488006617
108736,79,163.48212133662008,6.418948575732677,0.09203178291143144,8.759493670886076,219.70886075949366
111447,103,511.71583103455447,6.316367779050186,0.09525004783419033,17.776699029126213,624.0
101217,105,187.2354578216436,6.293123678151851,0.41407243677877403,8.619047619047619,241.47619047619048
110339,1618,227.69249236368452,6.2459442718073195,0.1734944382798569,12.450556242274413,305.45797280593325
108772,762,259.3258888278672,6.198487109824502,0.052531710092845296,8.784776902887138,313.7782152230971
142045,394,389.9659173158162,6.171513365380873,0.17737811965587935,18.814720812182742,506.0812182741117
111742,108,469.0828894622141,6.07617942035471,0.10789035419672699,15.685185185185185,564.3888888888889
180001,15,725.8622222222223,6.058888888888885,0.013153104555409745,8.0,774.3333333333334
111467,1621,211.18403053333657,6.0285965787270115,0.12917721856953301,11.232572486119679,278.90067859346084
118281,137,327.9696073626999,6.023242451940728,0.11963912182201786,24.861313868613138,477.7153284671533
123344,1349,369.9985643327933,5.964900094493769,0.05984948891808073,13.454410674573758,450.25277983691626
110733,1473,242.5337929891666,5.907432692559553,0.08560872586376989,10.460285132382893,304.32722335369994
141166,272,270.80268766858734,5.8613057341788775,0.07458477973475264,11.0625,335.64338235294116
108798,647,184.56701343039182,5.84599634488313,0.18054652744262056,9.171561051004637,238.1839258114374
160054,292,328.8134251136121,5.840128379277651,0.031575475707422695,7.465753424657534,372.41438356164383
141202,842,197.54701107798954,5.835882678868898,0.12149146628067131,11.45249406175772,264.38242280285033
111437,151,390.37996707011905,5.817800267363109,0.20254230922369487,19.132450331125828,501.6887417218543
110740,2112,201.45274861752944,5.769293792684882,0.13667464794601414,11.173295454545455,265.91477272727275
107888,81,413.73134344350706,5.728412897972012,0.07597693579513054,14.148148148148149,494.77777777777777
111435,680,303.348280715368,5.67468095068569,0.049777438102795,8.9,353.8529411764706
111442,880,193.66003922398775,5.644063508979843,0.13955356289297705,10.04659090909091,250.36363636363637
