bloco_id,USER_FINISHED,DATE_FINISHED,itens,n_items,total_done,duracao_bloco,delta_tempo
10107129ARAUJOJ_2025-04-06_G02,10107129ARAUJOJ,2025-04-06,122962,1,20,0,1346.0
10107129ARAUJOJ_2025-04-07_G02,10107129ARAUJOJ,2025-04-07,181280,1,1,0,127.0
10107129ARAUJOJ_2025-04-07_G03,10107129ARAUJOJ,2025-04-07,180026,1,6,0,1178.0
10107129ARAUJOJ_2025-04-07_G04,10107129ARAUJOJ,2025-04-07,120272,1,2,0,862.0
10107129ARAUJOJ_2025-04-07_G05,10107129ARAUJOJ,2025-04-07,122985,1,18,0,510.0
10107129ARAUJOJ_2025-04-07_G06,10107129ARAUJOJ,2025-04-07,121928,1,6,0,67.0
10107129ARAUJOJ_2025-04-07_G07,10107129ARAUJOJ,2025-04-07,121760,1,6,0,112.0
10107129ARAUJOJ_2025-04-07_G08,10107129ARAUJOJ,2025-04-07,124248,1,6,0,211.0
10107129ARAUJOJ_2025-04-07_G09,10107129ARAUJOJ,2025-04-07,124248,1,20,0,361.0
10107129ARAUJOJ_2025-04-07_G10,10107129ARAUJOJ,2025-04-07,123561,1,4,0,83.0
10107129ARAUJOJ_2025-04-07_G11,10107129ARAUJOJ,2025-04-07,123343,1,12,0,613.0
10107129ARAUJOJ_2025-04-07_G12,10107129ARAUJOJ,2025-04-07,123344,1,2,0,159.0
10107129ARAUJOJ_2025-04-07_G13,10107129ARAUJOJ,2025-04-07,122985,1,2,0,139.0
10107129ARAUJOJ_2025-04-07_G14,10107129ARAUJOJ,2025-04-07,122985,1,4,0,157.0
10107129ARAUJOJ_2025-04-07_G15,10107129ARAUJOJ,2025-04-07,124247,1,4,0,106.0
10107129ARAUJOJ_2025-04-07_G16,10107129ARAUJOJ,2025-04-07,120271,1,4,0,140.0
10107129ARAUJOJ_2025-04-07_G17,10107129ARAUJOJ,2025-04-07,123561,1,16,0,362.0
10107129ARAUJOJ_2025-04-07_G18,10107129ARAUJOJ,2025-04-07,122983,1,4,0,60.0
10107129ARAUJOJ_2025-04-07_G19,10107129ARAUJOJ,2025-04-07,122983,1,2,0,100.0
10107129ARAUJOJ_2025-04-07_G21,10107129ARAUJOJ,2025-04-07,123153,1,200,0,3008.0
10107129ARAUJOJ_2025-04-07_G22,10107129ARAUJOJ,2025-04-07,123345,1,200,0,61.0
10107129ARAUJOJ_2025-04-07_G23,10107129ARAUJOJ,2025-04-07,123947,1,100,0,2011.0
10107129ARAUJOJ_2025-04-07_G24,10107129ARAUJOJ,2025-04-07,"120339, 122673",2,22,18,954.0
10107129ARAUJOJ_2025-04-10_G02,10107129ARAUJOJ,2025-04-10,121760,1,4,0,88.0
10107129ARAUJOJ_2025-04-10_G03,10107129ARAUJOJ,2025-04-10,123153,1,4,0,215.0
10107129ARAUJOJ_2025-04-10_G04,10107129ARAUJOJ,2025-04-10,122671,1,4,0,72.0
10107129ARAUJOJ_2025-04-10_G05,10107129ARAUJOJ,2025-04-10,124475,1,2,0,124.0
10107129ARAUJOJ_2025-04-10_G06,10107129ARAUJOJ,2025-04-10,123909,1,10,0,483.0
10107129ARAUJOJ_2025-04-10_G07,10107129ARAUJOJ,2025-04-10,123345,1,6,0,394.0
10107129ARAUJOJ_2025-04-11_G02,10107129ARAUJOJ,2025-04-11,124476,1,6,0,176.0
10107129ARAUJOJ_2025-04-11_G03,10107129ARAUJOJ,2025-04-11,122185,1,12,0,299.0
10107129ARAUJOJ_2025-04-11_G04,10107129ARAUJOJ,2025-04-11,123562,1,4,0,148.0
10107129ARAUJOJ_2025-04-11_G05,10107129ARAUJOJ,2025-04-11,124475,1,16,0,352.0
10107129ARAUJOJ_2025-04-11_G06,10107129ARAUJOJ,2025-04-11,124371,1,4,0,87.0
10107129ARAUJOJ_2025-04-11_G07,10107129ARAUJOJ,2025-04-11,123822,1,25,0,526.0
10107129ARAUJOJ_2025-04-11_G08,10107129ARAUJOJ,2025-04-11,121651,1,12,0,234.0
10107129ARAUJOJ_2025-04-11_G09,10107129ARAUJOJ,2025-04-11,122983,1,50,0,278.0
10107129ARAUJOJ_2025-04-11_G10,10107129ARAUJOJ,2025-04-11,123343,1,4,0,276.0
10107129ARAUJOJ_2025-04-13_G02,10107129ARAUJOJ,2025-04-13,123080,1,4,0,93.0
10107129ARAUJOJ_2025-04-13_G03,10107129ARAUJOJ,2025-04-13,122982,1,5,0,182.0
10107129ARAUJOJ_2025-04-14_G02,10107129ARAUJOJ,2025-04-14,181057,1,2,0,708.0
10107129ARAUJOJ_2025-04-14_G03,10107129ARAUJOJ,2025-04-14,180024,1,1,0,652.0
10107129ARAUJOJ_2025-04-14_G04,10107129ARAUJOJ,2025-04-14,180024,1,1,0,54.0
10107129ARAUJOJ_2025-04-14_G05,10107129ARAUJOJ,2025-04-14,123345,1,40,0,862.0
10107129ARAUJOJ_2025-04-14_G06,10107129ARAUJOJ,2025-04-14,124476,1,8,0,190.0
10107129ARAUJOJ_2025-04-14_G07,10107129ARAUJOJ,2025-04-14,121760,1,6,0,231.0
10107129ARAUJOJ_2025-04-14_G08,10107129ARAUJOJ,2025-04-14,124370,1,8,0,163.0
10107129ARAUJOJ_2025-04-14_G09,10107129ARAUJOJ,2025-04-14,123909,1,6,0,71.0
10107129ARAUJOJ_2025-04-14_G10,10107129ARAUJOJ,2025-04-14,123909,1,10,0,70.0
10107129ARAUJOJ_2025-04-14_G11,10107129ARAUJOJ,2025-04-14,123343,1,4,0,330.0
10107129ARAUJOJ_2025-04-14_G12,10107129ARAUJOJ,2025-04-14,123345,1,8,0,372.0
10107129ARAUJOJ_2025-04-14_G13,10107129ARAUJOJ,2025-04-14,121760,1,8,0,190.0
10107129ARAUJOJ_2025-04-14_G14,10107129ARAUJOJ,2025-04-14,123561,1,3,0,75.0
10107129ARAUJOJ_2025-04-14_G15,10107129ARAUJOJ,2025-04-14,123344,1,26,0,1355.0
10107129ARAUJOJ_2025-04-14_G16,10107129ARAUJOJ,2025-04-14,123345,1,2,0,65.0
10107129ARAUJOJ_2025-04-14_G17,10107129ARAUJOJ,2025-04-14,124248,1,4,0,152.0
10107129ARAUJOJ_2025-04-14_G19,10107129ARAUJOJ,2025-04-14,121760,1,38,0,961.0
10107129ARAUJOJ_2025-04-14_G20,10107129ARAUJOJ,2025-04-14,124370,1,50,0,999.0
10107129ARAUJOJ_2025-04-14_G21,10107129ARAUJOJ,2025-04-14,123345,1,7,0,125.0
10107129ARAUJOJ_2025-04-14_G22,10107129ARAUJOJ,2025-04-14,124370,1,10,0,376.0
10107129ARAUJOJ_2025-04-14_G23,10107129ARAUJOJ,2025-04-14,121760,1,6,0,227.0
10107129ARAUJOJ_2025-04-14_G24,10107129ARAUJOJ,2025-04-14,120272,1,4,0,323.0
10107129ARAUJOJ_2025-04-14_G25,10107129ARAUJOJ,2025-04-14,121760,1,2,0,156.0
10107129ARAUJOJ_2025-04-14_G26,10107129ARAUJOJ,2025-04-14,124248,1,2,0,128.0
10107129ARAUJOJ_2025-04-14_G27,10107129ARAUJOJ,2025-04-14,122647,1,20,0,428.0
10107129ARAUJOJ_2025-04-14_G28,10107129ARAUJOJ,2025-04-14,123344,1,1,0,56.0
10107129ARAUJOJ_2025-04-14_G29,10107129ARAUJOJ,2025-04-14,121760,1,4,0,409.0
10107129ARAUJOJ_2025-04-14_G30,10107129ARAUJOJ,2025-04-14,124594,1,17,0,690.0
10107129ARAUJOJ_2025-04-15_G02,10107129ARAUJOJ,2025-04-15,122671,1,4,0,142.0
10107129ARAUJOJ_2025-04-15_G03,10107129ARAUJOJ,2025-04-15,121760,1,50,0,1197.0
10107129ARAUJOJ_2025-04-15_G04,10107129ARAUJOJ,2025-04-15,122647,1,7,0,75.0
10107129ARAUJOJ_2025-04-15_G05,10107129ARAUJOJ,2025-04-15,122673,1,160,0,2217.0
10107129ARAUJOJ_2025-04-15_G06,10107129ARAUJOJ,2025-04-15,122988,1,12,0,93.0
10107129ARAUJOJ_2025-04-15_G07,10107129ARAUJOJ,2025-04-15,123345,1,60,0,511.0
10107129ARAUJOJ_2025-04-15_G08,10107129ARAUJOJ,2025-04-15,123343,1,10,0,234.0
10107129ARAUJOJ_2025-04-15_G09,10107129ARAUJOJ,2025-04-15,123344,1,2,0,570.0
10107129ARAUJOJ_2025-04-15_G10,10107129ARAUJOJ,2025-04-15,124370,1,2,0,144.0
10107129ARAUJOJ_2025-04-15_G11,10107129ARAUJOJ,2025-04-15,124248,1,2,0,110.0
10107129ARAUJOJ_2025-04-15_G12,10107129ARAUJOJ,2025-04-15,122962,1,3,0,265.0
10107129ARAUJOJ_2025-04-15_G13,10107129ARAUJOJ,2025-04-15,122673,1,10,0,379.0
10107129ARAUJOJ_2025-04-15_G14,10107129ARAUJOJ,2025-04-15,123153,1,6,0,128.0
10107129ARAUJOJ_2025-04-15_G15,10107129ARAUJOJ,2025-04-15,122673,1,4,0,107.0
10107129ARAUJOJ_2025-04-15_G16,10107129ARAUJOJ,2025-04-15,121651,1,2,0,231.0
10107129ARAUJOJ_2025-04-15_G17,10107129ARAUJOJ,2025-04-15,123343,1,6,0,335.0
10107129ARAUJOJ_2025-04-15_G18,10107129ARAUJOJ,2025-04-15,122647,1,10,0,393.0
10107129ARAUJOJ_2025-04-15_G19,10107129ARAUJOJ,2025-04-15,121760,1,2,0,224.0
10107129ARAUJOJ_2025-04-15_G20,10107129ARAUJOJ,2025-04-15,123343,1,6,0,556.0
10107129ARAUJOJ_2025-04-18_G02,10107129ARAUJOJ,2025-04-18,120272,1,6,0,347.0
10107129ARAUJOJ_2025-04-18_G03,10107129ARAUJOJ,2025-04-18,122962,1,100,0,1342.0
10107129ARAUJOJ_2025-04-18_G04,10107129ARAUJOJ,2025-04-18,124370,1,50,0,946.0
10107129ARAUJOJ_2025-04-18_G05,10107129ARAUJOJ,2025-04-18,124486,1,80,0,926.0
10107129ARAUJOJ_2025-04-18_G06,10107129ARAUJOJ,2025-04-18,122673,1,15,0,206.0
10107129ARAUJOJ_2025-04-18_G07,10107129ARAUJOJ,2025-04-18,122985,1,38,0,848.0
10107129ARAUJOJ_2025-04-18_G08,10107129ARAUJOJ,2025-04-18,121760,1,8,0,131.0
10107129ARAUJOJ_2025-04-18_G09,10107129ARAUJOJ,2025-04-18,120271,1,2,0,71.0
10107129ARAUJOJ_2025-04-18_G10,10107129ARAUJOJ,2025-04-18,123562,1,2,0,58.0
10107129ARAUJOJ_2025-04-18_G11,10107129ARAUJOJ,2025-04-18,122983,1,8,0,173.0
10107129ARAUJOJ_2025-04-18_G12,10107129ARAUJOJ,2025-04-18,123560,1,2,0,91.0
10107129ARAUJOJ_2025-04-18_G13,10107129ARAUJOJ,2025-04-18,122985,1,8,0,186.0
10107129ARAUJOJ_2025-04-18_G14,10107129ARAUJOJ,2025-04-18,123560,1,6,0,123.0
10107129ARAUJOJ_2025-04-18_G15,10107129ARAUJOJ,2025-04-18,123560,1,3,0,108.0
10107129ARAUJOJ_2025-04-18_G16,10107129ARAUJOJ,2025-04-18,122185,1,4,0,126.0
10107129ARAUJOJ_2025-04-18_G17,10107129ARAUJOJ,2025-04-18,123562,1,2,0,56.0
10107129ARAUJOJ_2025-04-18_G18,10107129ARAUJOJ,2025-04-18,123561,1,5,0,164.0
10107129ARAUJOJ_2025-04-18_G19,10107129ARAUJOJ,2025-04-18,123561,1,4,0,70.0
10107129ARAUJOJ_2025-04-18_G20,10107129ARAUJOJ,2025-04-18,123561,1,4,0,113.0
10107129ARAUJOJ_2025-04-18_G21,10107129ARAUJOJ,2025-04-18,123561,1,24,0,551.0
10107129ARAUJOJ_2025-04-18_G22,10107129ARAUJOJ,2025-04-18,123561,1,8,0,128.0
10107129ARAUJOJ_2025-04-18_G23,10107129ARAUJOJ,2025-04-18,120339,1,6,0,98.0
10107129ARAUJOJ_2025-04-18_G24,10107129ARAUJOJ,2025-04-18,122983,1,2,0,129.0
10107129ARAUJOJ_2025-04-18_G25,10107129ARAUJOJ,2025-04-18,123822,1,13,0,216.0
10107129ARAUJOJ_2025-04-18_G26,10107129ARAUJOJ,2025-04-18,122962,1,40,0,519.0
10107129ARAUJOJ_2025-04-24_G02,10107129ARAUJOJ,2025-04-24,122962,1,56,0,1033.0
10107129ARAUJOJ_2025-04-24_G03,10107129ARAUJOJ,2025-04-24,124475,1,16,0,631.0
10107129ARAUJOJ_2025-04-24_G04,10107129ARAUJOJ,2025-04-24,124475,1,4,0,156.0
10107129ARAUJOJ_2025-04-24_G05,10107129ARAUJOJ,2025-04-24,122962,1,40,0,743.0
10107129ARAUJOJ_2025-04-24_G06,10107129ARAUJOJ,2025-04-24,122647,1,40,0,676.0
10107129ARAUJOJ_2025-04-24_G07,10107129ARAUJOJ,2025-04-24,122984,1,20,0,284.0
10107129ARAUJOJ_2025-04-24_G08,10107129ARAUJOJ,2025-04-24,124248,1,12,0,245.0
10107129ARAUJOJ_2025-04-24_G09,10107129ARAUJOJ,2025-04-24,123909,1,4,0,162.0
10107129ARAUJOJ_2025-04-27_G02,10107129ARAUJOJ,2025-04-27,122962,1,20,0,399.0
10107129ARAUJOJ_2025-04-27_G03,10107129ARAUJOJ,2025-04-27,121760,1,20,0,403.0
10107129ARAUJOJ_2025-04-27_G04,10107129ARAUJOJ,2025-04-27,123153,1,56,0,850.0
10107129ARAUJOJ_2025-04-27_G05,10107129ARAUJOJ,2025-04-27,124475,1,12,0,485.0
10107129ARAUJOJ_2025-04-28_G02,10107129ARAUJOJ,2025-04-28,122647,1,50,0,670.0
10107129ARAUJOJ_2025-04-28_G03,10107129ARAUJOJ,2025-04-28,121760,1,7,0,1187.0
10107129ARAUJOJ_2025-04-28_G04,10107129ARAUJOJ,2025-04-28,123344,1,2,0,74.0
10107129ARAUJOJ_2025-04-28_G05,10107129ARAUJOJ,2025-04-28,123344,1,3,0,154.0
10107129ARAUJOJ_2025-04-28_G06,10107129ARAUJOJ,2025-04-28,121760,1,2,0,137.0
10107129ARAUJOJ_2025-04-28_G07,10107129ARAUJOJ,2025-04-28,123343,1,6,0,289.0
10107129ARAUJOJ_2025-04-28_G08,10107129ARAUJOJ,2025-04-28,120389,1,10,0,395.0
10107129ARAUJOJ_2025-04-28_G09,10107129ARAUJOJ,2025-04-28,122673,1,26,0,743.0
10107129ARAUJOJ_2025-04-28_G10,10107129ARAUJOJ,2025-04-28,122962,1,16,0,229.0
10107129ARAUJOJ_2025-04-28_G11,10107129ARAUJOJ,2025-04-28,120389,1,18,0,538.0
10107129ARAUJOJ_2025-04-28_G12,10107129ARAUJOJ,2025-04-28,123343,1,5,0,185.0
10107129ARAUJOJ_2025-04-28_G14,10107129ARAUJOJ,2025-04-28,124248,1,40,0,368.0
10107129ARAUJOJ_2025-04-28_G15,10107129ARAUJOJ,2025-04-28,123909,1,9,0,762.0
10107129ARAUJOJ_2025-04-28_G16,10107129ARAUJOJ,2025-04-28,121760,1,8,0,234.0
10107129ARAUJOJ_2025-04-28_G17,10107129ARAUJOJ,2025-04-28,122703,1,6,0,183.0
10107129ARAUJOJ_2025-04-28_G18,10107129ARAUJOJ,2025-04-28,123561,1,2,0,186.0
10107129ARAUJOJ_2025-04-28_G19,10107129ARAUJOJ,2025-04-28,121651,1,3,0,177.0
10107129ARAUJOJ_2025-04-28_G20,10107129ARAUJOJ,2025-04-28,123344,1,20,0,391.0
10107129ARAUJOJ_2025-04-28_G21,10107129ARAUJOJ,2025-04-28,123344,1,28,0,1314.0
10107129ARAUJOJ_2025-04-28_G22,10107129ARAUJOJ,2025-04-28,123343,1,1,0,109.0
10107129ARAUJOJ_2025-04-28_G23,10107129ARAUJOJ,2025-04-28,123345,1,56,0,635.0
10107129ARAUJOJ_2025-04-28_G24,10107129ARAUJOJ,2025-04-28,181056,1,4,0,169.0
10107129ARAUJOJ_2025-04-28_G25,10107129ARAUJOJ,2025-04-28,180054,1,2,0,565.0
10107129ARAUJOJ_2025-04-28_G26,10107129ARAUJOJ,2025-04-28,181280,1,6,0,187.0
10107129ARAUJOJ_2025-04-28_G27,10107129ARAUJOJ,2025-04-28,181887,1,42,0,1361.0
10107129ARAUJOJ_2025-04-28_G28,10107129ARAUJOJ,2025-04-28,181057,1,2,0,114.0
10107129ARAUJOJ_2025-04-28_G29,10107129ARAUJOJ,2025-04-28,181057,1,6,0,398.0
10107129ARAUJOJ_2025-05-01_G02,10107129ARAUJOJ,2025-05-01,124264,1,20,0,297.0
10107129ARAUJOJ_2025-05-01_G03,10107129ARAUJOJ,2025-05-01,124264,1,7,0,161.0
10107129ARAUJOJ_2025-05-01_G04,10107129ARAUJOJ,2025-05-01,124248,1,48,0,995.0
10107129ARAUJOJ_2025-05-01_G06,10107129ARAUJOJ,2025-05-01,120321,1,8,0,239.0
10107129ARAUJOJ_2025-06-13_G02,10107129ARAUJOJ,2025-06-13,120028,1,28,0,441.0
10107129ARAUJOJ_2025-06-13_G03,10107129ARAUJOJ,2025-06-13,181280,1,2,0,240.0
10107129ARAUJOJ_2025-06-13_G04,10107129ARAUJOJ,2025-06-13,124248,1,4,0,235.0
10107129ARAUJOJ_2025-06-13_G05,10107129ARAUJOJ,2025-06-13,124248,1,3,0,263.0
10107129ARAUJOJ_2025-06-13_G06,10107129ARAUJOJ,2025-06-13,124476,1,4,0,54.0
10107129ARAUJOJ_2025-06-13_G07,10107129ARAUJOJ,2025-06-13,123343,1,7,0,679.0
10107129ARAUJOJ_2025-06-13_G08,10107129ARAUJOJ,2025-06-13,181057,1,2,0,124.0
10107129ARAUJOJ_2025-06-13_G09,10107129ARAUJOJ,2025-06-13,181057,1,6,0,413.0
10107129ARAUJOJ_2025-06-13_G10,10107129ARAUJOJ,2025-06-13,181056,1,5,0,255.0
10107129ARAUJOJ_2025-06-13_G11,10107129ARAUJOJ,2025-06-13,124476,1,2,0,70.0
10107129ARAUJOJ_2025-06-13_G12,10107129ARAUJOJ,2025-06-13,181056,1,8,0,156.0
10107129ARAUJOJ_2025-06-13_G13,10107129ARAUJOJ,2025-06-13,122988,1,10,0,101.0
10107129ARAUJOJ_2025-06-13_G14,10107129ARAUJOJ,2025-06-13,120028,1,2,0,116.0
10107129ARAUJOJ_2025-06-13_G15,10107129ARAUJOJ,2025-06-13,120028,1,61,0,513.0
10107129ARAUJOJ_2025-06-13_G16,10107129ARAUJOJ,2025-06-13,120028,1,12,0,255.0
10107129ARAUJOJ_2025-06-22_G02,10107129ARAUJOJ,2025-06-22,123345,1,6,0,517.0
10107129ARAUJOJ_2025-06-22_G03,10107129ARAUJOJ,2025-06-22,124594,1,2,0,100.0
10107129ARAUJOJ_2025-06-22_G04,10107129ARAUJOJ,2025-06-22,124370,1,4,0,140.0
10107129ARAUJOJ_2025-06-22_G05,10107129ARAUJOJ,2025-06-22,124475,1,6,0,174.0
10107129ARAUJOJ_2025-06-22_G06,10107129ARAUJOJ,2025-06-22,124371,1,4,0,268.0
10107129ARAUJOJ_2025-06-22_G07,10107129ARAUJOJ,2025-06-22,124621,1,290,0,3375.0
10107129ARAUJOJ_2025-06-22_G08,10107129ARAUJOJ,2025-06-22,124264,1,100,0,2489.0
10107129ARAUJOJ_2025-06-22_G09,10107129ARAUJOJ,2025-06-22,124486,1,12,0,680.0
10107129ARAUJOJ_2025-06-23_G02,10107129ARAUJOJ,2025-06-23,123343,1,12,0,718.0
10107129ARAUJOJ_2025-06-23_G03,10107129ARAUJOJ,2025-06-23,124476,1,10,0,708.0
10107129ARAUJOJ_2025-06-23_G04,10107129ARAUJOJ,2025-06-23,123343,1,2,0,233.0
10107129ARAUJOJ_2025-06-23_G06,10107129ARAUJOJ,2025-06-23,124264,1,36,0,1243.0
10107129ARAUJOJ_2025-06-23_G07,10107129ARAUJOJ,2025-06-23,124264,1,19,0,425.0
10107129ARAUJOJ_2025-06-23_G08,10107129ARAUJOJ,2025-06-23,124264,1,4,0,80.0
10107129ARAUJOJ_2025-06-23_G09,10107129ARAUJOJ,2025-06-23,121651,1,1,0,1488.0
10107129ARAUJOJ_2025-06-23_G10,10107129ARAUJOJ,2025-06-23,"123909, 123345",2,4,11,201.0
10107129ARAUJOJ_2025-07-21_G02,10107129ARAUJOJ,2025-07-21,122703,1,64,0,1168.0
10107129ARAUJOJ_2025-07-21_G03,10107129ARAUJOJ,2025-07-21,124486,1,10,0,35.0
10107129ARAUJOJ_2025-07-21_G04,10107129ARAUJOJ,2025-07-21,122984,1,6,0,201.0
10107129ARAUJOJ_2025-07-21_G05,10107129ARAUJOJ,2025-07-21,122962,1,9,0,143.0
10107129ARAUJOJ_2025-07-21_G06,10107129ARAUJOJ,2025-07-21,123909,1,7,0,213.0
10107129ARAUJOJ_2025-07-30_G02,10107129ARAUJOJ,2025-07-30,110515,1,1,0,144.0
10107129ARAUJOJ_2025-07-30_G03,10107129ARAUJOJ,2025-07-30,111462,1,2,0,111.0
10107129ARAUJOJ_2025-07-30_G04,10107129ARAUJOJ,2025-07-30,117785,1,5,0,110.0
10107129ARAUJOJ_2025-07-30_G05,10107129ARAUJOJ,2025-07-30,118299,1,100,0,202.0
10107129ARAUJOJ_2025-07-30_G06,10107129ARAUJOJ,2025-07-30,110376,1,1,0,116.0
10107129ARAUJOJ_2025-07-30_G07,10107129ARAUJOJ,2025-07-30,141457,1,60,0,370.0
10107129ARAUJOJ_2025-07-30_G08,10107129ARAUJOJ,2025-07-30,111602,1,6,0,141.0
10107129ARAUJOJ_2025-07-30_G09,10107129ARAUJOJ,2025-07-30,141458,1,50,0,1065.0
10107129ARAUJOJ_2025-07-30_G10,10107129ARAUJOJ,2025-07-30,118222,1,30,0,664.0
10107129ARAUJOJ_2025-07-30_G11,10107129ARAUJOJ,2025-07-30,111850,1,4,0,257.0
10107129ARAUJOJ_2025-07-30_G12,10107129ARAUJOJ,2025-07-30,118306,1,2,0,193.0
10107129ARAUJOJ_2025-07-30_G13,10107129ARAUJOJ,2025-07-30,118418,1,4,0,193.0
10107129ARAUJOJ_2025-07-30_G14,10107129ARAUJOJ,2025-07-30,111463,1,11,0,410.0
10107129ARAUJOJ_2025-07-30_G15,10107129ARAUJOJ,2025-07-30,110313,1,2,0,213.0
10107129ARAUJOJ_2025-07-30_G16,10107129ARAUJOJ,2025-07-30,111850,1,2,0,136.0
10107129ARAUJOJ_2025-07-30_G17,10107129ARAUJOJ,2025-07-30,111850,1,4,0,442.0
10107129ARAUJOJ_2025-07-30_G18,10107129ARAUJOJ,2025-07-30,"110534, 118306",2,5,29,113.0
10107129ARAUJOJ_2025-07-30_G19,10107129ARAUJOJ,2025-07-30,105359,1,6,0,137.0
10107129ARAUJOJ_2025-07-30_G20,10107129ARAUJOJ,2025-07-30,110313,1,4,0,146.0
10107129ARAUJOJ_2025-07-30_G21,10107129ARAUJOJ,2025-07-30,111442,1,4,0,95.0
10107129ARAUJOJ_2025-07-30_G22,10107129ARAUJOJ,2025-07-30,110733,1,3,0,163.0
10107129ARAUJOJ_2025-07-30_G23,10107129ARAUJOJ,2025-07-30,110373,1,12,0,209.0
10107129ARAUJOJ_2025-10-16_G02,10107129ARAUJOJ,2025-10-16,118222,1,264,0,72.0
10107129ARAUJOJ_2025-12-02_G02,10107129ARAUJOJ,2025-12-02,123909,1,42,0,743.0
10107129ARAUJOJ_2025-12-02_G03,10107129ARAUJOJ,2025-12-02,122962,3,8,32,2304.0
10107129ARAUJOJ_2025-12-02_G04,10107129ARAUJOJ,2025-12-02,124486,2,6,12,226.0
10107129ARAUJOJ_2025-12-02_G05,10107129ARAUJOJ,2025-12-02,124486,1,80,0,1336.0
10107129ARAUJOJ_2025-12-02_G06,10107129ARAUJOJ,2025-12-02,122984,1,12,0,329.0
10107129ARAUJOJ_2025-12-02_G07,10107129ARAUJOJ,2025-12-02,124248,1,12,0,212.0
10107129ARAUJOJ_2025-12-02_G08,10107129ARAUJOJ,2025-12-02,122983,1,12,0,303.0
10107129ARAUJOJ_2025-12-02_G09,10107129ARAUJOJ,2025-12-02,124247,1,18,0,296.0
10107129ARAUJOJ_2025-12-02_G10,10107129ARAUJOJ,2025-12-02,120008,1,14,0,727.0
10107129ARAUJOJ_2025-12-02_G11,10107129ARAUJOJ,2025-12-02,123520,1,4,0,196.0
10107129ARAUJOJ_2025-12-02_G12,10107129ARAUJOJ,2025-12-02,122962,1,1,0,101.0
10107129ARAUJOJ_2025-12-02_G13,10107129ARAUJOJ,2025-12-02,123153,1,12,0,268.0
10107129ARAUJOJ_2026-03-14_G02,10107129ARAUJOJ,2026-03-14,122647,1,12,0,265.0
10107129ARAUJOJ_2026-03-14_G03,10107129ARAUJOJ,2026-03-14,123080,1,8,0,200.0
10107129ARAUJOJ_2026-03-14_G04,10107129ARAUJOJ,2026-03-14,122671,1,17,0,469.0
10107129ARAUJOJ_2026-03-14_G06,10107129ARAUJOJ,2026-03-14,123345,1,60,0,909.0
10107129ARAUJOJ_2026-03-14_G07,10107129ARAUJOJ,2026-03-14,124729,1,4,0,907.0
10107129ARAUJOJ_2026-03-14_G08,10107129ARAUJOJ,2026-03-14,123344,1,34,0,404.0
10107129ARAUJOJ_2026-03-14_G09,10107129ARAUJOJ,2026-03-14,124248,1,10,0,190.0
10107129ARAUJOJ_2026-03-14_G10,10107129ARAUJOJ,2026-03-14,124486,1,30,0,983.0
10107129ARAUJOJ_2026-03-14_G11,10107129ARAUJOJ,2026-03-14,122962,1,14,0,408.0
10107129ARAUJOJ_2026-03-14_G12,10107129ARAUJOJ,2026-03-14,124486,1,6,0,327.0
10107129ARAUJOJ_2026-03-14_G13,10107129ARAUJOJ,2026-03-14,181052,1,6,0,197.0
10107129ARAUJOJ_2026-03-14_G14,10107129ARAUJOJ,2026-03-14,181056,1,6,0,205.0
10107129ARAUJOJ_2026-03-14_G15,10107129ARAUJOJ,2026-03-14,181056,1,6,0,156.0
10107129ARAUJOJ_2026-03-14_G16,10107129ARAUJOJ,2026-03-14,123343,1,3,0,186.0
10107129ARAUJOJ_2026-03-14_G17,10107129ARAUJOJ,2026-03-14,123343,1,3,0,352.0
10107129ARAUJOJ_2026-03-14_G18,10107129ARAUJOJ,2026-03-14,181056,1,1,0,232.0
10107129ARAUJOJ_2026-03-14_G19,10107129ARAUJOJ,2026-03-14,123343,1,2,0,165.0
10107129ARAUJOJ_2026-03-14_G20,10107129ARAUJOJ,2026-03-14,124624,1,12,0,359.0
10107129ARAUJOJ_2026-03-15_G02,10107129ARAUJOJ,2026-03-15,120028,1,60,0,796.0
10107129ARAUJOJ_2026-03-15_G03,10107129ARAUJOJ,2026-03-15,123909,1,14,0,334.0
10107129ARAUJOJ_2026-03-15_G04,10107129ARAUJOJ,2026-03-15,123822,1,11,0,891.0
10107129ARAUJOJ_2026-03-15_G05,10107129ARAUJOJ,2026-03-15,124729,2,4,23,109.0
10107129ARAUJOJ_2026-03-15_G06,10107129ARAUJOJ,2026-03-15,122185,1,20,0,549.0
10107129ARAUJOJ_2026-03-15_G07,10107129ARAUJOJ,2026-03-15,122962,1,10,0,822.0
10107129ARAUJOJ_2026-03-15_G08,10107129ARAUJOJ,2026-03-15,124475,1,8,0,302.0
10107129ARAUJOJ_2026-03-15_G09,10107129ARAUJOJ,2026-03-15,124371,1,4,0,71.0
10107129ARAUJOJ_2026-03-15_G10,10107129ARAUJOJ,2026-03-15,122671,1,10,0,105.0
10107129ARAUJOJ_2026-03-15_G11,10107129ARAUJOJ,2026-03-15,121760,1,50,0,1064.0
10107129ARAUJOJ_2026-03-15_G12,10107129ARAUJOJ,2026-03-15,124476,1,8,0,99.0
10107129ARAUJOJ_2026-03-15_G13,10107129ARAUJOJ,2026-03-15,124486,1,12,0,155.0
10107129ARAUJOJ_2026-03-15_G14,10107129ARAUJOJ,2026-03-15,121651,1,40,0,702.0
